filename,giraffe,zebra
000000000289.jpg,0,1
000000000290.jpg,0,1
000000000291.jpg,0,1
000000000292.jpg,0,1
000000000293.jpg,0,1
000000000294.jpg,0,1
000000000295.jpg,0,1
000000000296.jpg,0,1
000000000297.jpg,0,1
000000000298.jpg,0,1
000000000299.jpg,0,1
000000000300.jpg,0,1
000000000301.jpg,0,1
000000000302.jpg,0,1
000000000303.jpg,0,1
000000000304.jpg,0,1
000000000305.jpg,0,1
000000000306.jpg,0,1
000000000307.jpg,0,1
000000000308.jpg,0,1
000000000309.jpg,0,1
000000000310.jpg,0,1
000000000311.jpg,0,1
000000000312.jpg,0,1
000000000313.jpg,0,1
000000000314.jpg,0,1
000000000315.jpg,0,1
000000000316.jpg,0,1
000000000317.jpg,0,1
000000000318.jpg,0,1
000000000319.jpg,0,1
000000000320.jpg,0,1
000000000321.jpg,0,1
000000000322.jpg,0,1
000000000323.jpg,0,1
000000000324.jpg,0,1
000000000325.jpg,0,1
000000000326.jpg,0,1
000000000327.jpg,0,1
000000000328.jpg,0,1
000000000329.jpg,0,1
000000000330.jpg,0,1
000000000331.jpg,0,1
000000000332.jpg,0,1
000000000333.jpg,0,1
000000000334.jpg,0,1
000000000335.jpg,0,1
000000000336.jpg,0,1
000000000337.jpg,0,1
000000000338.jpg,0,1
000000000339.jpg,0,1
000000000340.jpg,0,1
000000000341.jpg,0,1
000000000342.jpg,0,1
000000000343.jpg,0,1
000000000344.jpg,0,1
000000000345.jpg,0,1
000000000346.jpg,0,1
000000000347.jpg,0,1
000000000348.jpg,0,1
000000000349.jpg,0,1
000000000350.jpg,0,1
000000000351.jpg,0,1
000000000352.jpg,0,1
000000000353.jpg,0,1
000000000354.jpg,0,1
000000000355.jpg,0,1
000000000356.jpg,0,1
000000000357.jpg,0,1
000000000358.jpg,0,1
000000000359.jpg,0,1
000000000360.jpg,0,1
000000000361.jpg,0,1
000000000362.jpg,0,1
000000000363.jpg,0,1
000000000364.jpg,0,1
000000000365.jpg,0,1
000000000366.jpg,0,1
000000000367.jpg,0,1
000000000368.jpg,0,1
000000000369.jpg,0,1
000000000370.jpg,0,1
000000000371.jpg,0,1
000000000372.jpg,0,1
000000000373.jpg,0,1
000000000374.jpg,1,0
000000000375.jpg,1,0
000000000376.jpg,1,0
000000000377.jpg,1,0
000000000378.jpg,1,0
000000000379.jpg,1,0
000000000380.jpg,0,1
000000000381.jpg,0,1
000000000382.jpg,0,1
000000000383.jpg,0,1
000000000384.jpg,0,1
000000000385.jpg,0,1
000000000386.jpg,0,1
000000000387.jpg,0,1
000000000388.jpg,0,1
000000000389.jpg,0,1
000000000390.jpg,0,1
000000000391.jpg,0,1
000000000392.jpg,0,1
000000000393.jpg,0,1
000000000394.jpg,0,1
000000000395.jpg,0,1
000000000396.jpg,0,1
000000000397.jpg,0,1
000000000398.jpg,1,0
000000000399.jpg,1,0
000000000400.jpg,1,0
000000000401.jpg,1,0
000000000402.jpg,1,0
000000000403.jpg,1,0
000000000404.jpg,1,0
000000000405.jpg,1,0
000000000406.jpg,1,0
000000000407.jpg,0,1
000000000408.jpg,0,1
000000000409.jpg,1,0
000000000410.jpg,1,0
000000000411.jpg,1,0
000000000412.jpg,0,1
000000000413.jpg,1,0
000000000414.jpg,1,0
000000000415.jpg,1,0
000000000416.jpg,1,0
000000000417.jpg,1,0
000000000418.jpg,1,0
000000000419.jpg,1,0
000000000420.jpg,0,1
000000000421.jpg,1,0
000000000422.jpg,1,0
000000000423.jpg,0,1
000000000424.jpg,0,1
000000000425.jpg,0,1
000000000426.jpg,0,1
000000000427.jpg,0,1
000000000428.jpg,0,1
000000000429.jpg,0,1
000000000430.jpg,0,1
000000000431.jpg,0,1
000000000432.jpg,0,1
000000000433.jpg,1,0
000000000434.jpg,1,0
000000000435.jpg,1,0
000000000436.jpg,1,0
000000000437.jpg,1,0
000000000438.jpg,1,0
000000000439.jpg,0,1
000000000440.jpg,0,1
000000000441.jpg,0,1
000000000442.jpg,0,1
000000000443.jpg,0,1
000000000444.jpg,1,0
000000000445.jpg,1,0
000000000446.jpg,1,0
000000000447.jpg,1,0
000000000448.jpg,1,0
000000000449.jpg,0,1
000000000450.jpg,0,1
000000000451.jpg,0,1
000000000452.jpg,1,0
000000000453.jpg,1,0
000000000454.jpg,1,0
000000000455.jpg,1,0
000000000456.jpg,1,0
000000000457.jpg,1,0
000000000458.jpg,0,1
000000000459.jpg,0,1
000000000460.jpg,0,1
000000000461.jpg,0,1
000000000462.jpg,0,1
000000000463.jpg,0,1
000000000464.jpg,0,1
000000000465.jpg,0,1
000000000466.jpg,0,1
000000000467.jpg,0,1
000000000468.jpg,0,1
000000000469.jpg,1,0
000000000470.jpg,0,1
000000000471.jpg,0,1
000000000472.jpg,0,1
000000000473.jpg,0,1
000000000474.jpg,0,1
000000000475.jpg,0,1
000000000476.jpg,0,1
000000000477.jpg,0,1
000000000478.jpg,0,1
000000000479.jpg,0,1
000000000480.jpg,0,1
000000000481.jpg,0,1
000000000482.jpg,0,1
000000000483.jpg,0,1
000000000484.jpg,0,1
000000000485.jpg,0,1
000000000486.jpg,0,1
000000000487.jpg,0,1
000000000488.jpg,0,1
000000000489.jpg,0,1
000000000490.jpg,0,1
000000000491.jpg,1,0
000000000492.jpg,0,1
000000000493.jpg,1,0
000000000494.jpg,0,1
000000000495.jpg,0,1
000000000496.jpg,0,1
000000000497.jpg,0,1
000000000498.jpg,1,0
000000000499.jpg,1,0
000000000500.jpg,0,1
000000000501.jpg,0,1
000000000502.jpg,1,0
000000000503.jpg,1,0
000000000504.jpg,1,0
000000000505.jpg,0,1
000000000506.jpg,0,1
000000000507.jpg,0,1
000000000508.jpg,0,1
000000000509.jpg,0,1
000000000510.jpg,0,1
000000000511.jpg,0,1
000000000512.jpg,0,1
000000000513.jpg,0,1
000000000514.jpg,0,1
000000000515.jpg,0,1
000000000516.jpg,0,1
000000000517.jpg,0,1
000000000518.jpg,1,0
000000000519.jpg,1,0
000000000520.jpg,1,1
000000000521.jpg,1,1
000000000522.jpg,1,0
000000000523.jpg,0,1
000000000524.jpg,0,1
000000000525.jpg,0,1
000000000526.jpg,0,1
000000000527.jpg,0,1
000000000528.jpg,0,1
000000000529.jpg,0,1
000000000530.jpg,0,1
000000000531.jpg,0,1
000000000532.jpg,0,1
000000000533.jpg,1,0
000000000534.jpg,1,0
000000000535.jpg,0,1
000000000536.jpg,0,1
000000000537.jpg,0,1
000000000538.jpg,0,1
000000000539.jpg,0,1
000000000540.jpg,0,1
000000000541.jpg,0,1
000000000542.jpg,0,1
000000000543.jpg,0,1
000000000544.jpg,0,1
000000000545.jpg,0,1
000000000546.jpg,0,1
000000000547.jpg,0,1
000000000548.jpg,0,1
000000000549.jpg,0,1
000000000550.jpg,0,1
000000000551.jpg,0,1
000000000552.jpg,0,1
000000000553.jpg,0,1
000000000554.jpg,0,1
000000000555.jpg,0,1
000000000556.jpg,0,1
000000000557.jpg,0,1
000000000558.jpg,1,0
000000000559.jpg,1,0
000000000560.jpg,0,1
000000000561.jpg,1,1
000000000562.jpg,0,1
000000000563.jpg,1,1
000000000564.jpg,0,1
000000000565.jpg,0,1
000000000566.jpg,0,1
000000000567.jpg,0,1
000000000568.jpg,0,1
000000000569.jpg,0,1
000000000570.jpg,0,1
000000000571.jpg,0,1
000000000572.jpg,0,1
000000000573.jpg,0,1
000000000574.jpg,0,1
000000000575.jpg,0,1
000000000576.jpg,0,1
000000000577.jpg,0,1
000000000578.jpg,0,1
000000000579.jpg,0,1
000000000580.jpg,0,1
000000000581.jpg,1,0
000000000582.jpg,0,1
000000000583.jpg,1,0
000000000584.jpg,1,0
000000000585.jpg,0,1
000000000586.jpg,0,1
000000000587.jpg,0,1
000000000588.jpg,0,1
000000000589.jpg,0,1
000000000590.jpg,0,1
000000000591.jpg,0,1
000000000592.jpg,0,1
000000000593.jpg,0,1
000000000594.jpg,0,1
000000000595.jpg,0,1
000000000596.jpg,0,1
000000000597.jpg,0,1
000000000598.jpg,0,1
000000000599.jpg,0,1
000000000600.jpg,0,1
000000000601.jpg,0,1
000000000602.jpg,0,1
000000000603.jpg,0,1
000000000604.jpg,1,0
000000000605.jpg,1,0
000000000606.jpg,1,0
000000000607.jpg,0,1
000000000608.jpg,0,1
000000000609.jpg,0,1
000000000610.jpg,0,1
000000000611.jpg,1,0
000000000612.jpg,0,1
000000000613.jpg,0,1
000000000614.jpg,0,1
000000000615.jpg,0,1
000000000616.jpg,0,1
000000000617.jpg,0,1
000000000618.jpg,0,1
000000000619.jpg,0,1
000000000620.jpg,0,1
000000000621.jpg,0,1
000000000622.jpg,0,1
000000000623.jpg,0,1
000000000624.jpg,0,1
000000000625.jpg,0,1
000000000626.jpg,0,1
000000000627.jpg,0,1
000000000628.jpg,0,1
000000000629.jpg,0,1
000000000630.jpg,0,1
000000000631.jpg,0,1
000000000632.jpg,0,1
000000000633.jpg,0,1
000000000634.jpg,0,1
000000000635.jpg,0,1
000000000636.jpg,0,1
000000000637.jpg,0,1
000000000638.jpg,0,1
000000000639.jpg,0,1
000000000640.jpg,0,1
000000000641.jpg,0,1
000000000642.jpg,0,1
000000000643.jpg,0,1
000000000644.jpg,0,1
000000000645.jpg,0,1
000000000646.jpg,0,1
000000000647.jpg,0,1
000000000648.jpg,0,1
000000000649.jpg,0,1
000000000650.jpg,0,1
000000000651.jpg,0,1
000000000652.jpg,0,1
000000000653.jpg,0,1
000000000654.jpg,0,1
000000000655.jpg,0,1
000000000656.jpg,0,1
000000000657.jpg,0,1
000000000658.jpg,0,1
000000000659.jpg,0,1
000000000660.jpg,0,1
000000000661.jpg,0,1
000000000662.jpg,0,1
000000000663.jpg,0,1
000000000664.jpg,0,1
000000000665.jpg,0,1
000000000666.jpg,0,1
000000000667.jpg,0,1
000000000668.jpg,0,1
000000000669.jpg,0,1
000000000670.jpg,0,1
000000000671.jpg,0,1
000000000672.jpg,0,1
000000000673.jpg,0,1
000000000674.jpg,0,1
000000000675.jpg,0,1
000000000676.jpg,0,1
000000000677.jpg,0,1
000000000678.jpg,0,1
000000000679.jpg,0,1
000000000680.jpg,0,1
000000000681.jpg,0,1
000000000682.jpg,0,1
000000000683.jpg,0,1
000000000684.jpg,0,1
000000000685.jpg,0,1
000000000686.jpg,0,1
000000000687.jpg,0,1
000000000688.jpg,0,1
000000000689.jpg,0,1
000000000690.jpg,0,1
000000000691.jpg,0,1
000000000692.jpg,0,1
000000000693.jpg,0,1
000000000694.jpg,0,1
000000000695.jpg,0,1
000000000696.jpg,0,1
000000000697.jpg,0,1
000000000698.jpg,0,1
000000000699.jpg,0,1
000000000700.jpg,0,1
000000000701.jpg,0,1
000000000702.jpg,0,1
000000000703.jpg,0,1
000000000704.jpg,0,1
000000000705.jpg,0,1
000000000706.jpg,0,1
000000000707.jpg,0,1
000000000708.jpg,0,1
000000000709.jpg,0,1
000000000710.jpg,0,1
000000000711.jpg,0,1
000000000712.jpg,0,1
000000000713.jpg,0,1
000000000714.jpg,0,1
000000000715.jpg,0,1
000000000716.jpg,0,1
000000000717.jpg,0,1
000000000718.jpg,0,1
000000000719.jpg,0,1
000000000720.jpg,0,1
000000000721.jpg,0,1
000000000722.jpg,0,1
000000000723.jpg,0,1
000000000724.jpg,0,1
000000000725.jpg,0,1
000000000726.jpg,0,1
000000000727.jpg,0,1
000000000728.jpg,0,1
000000000729.jpg,0,1
000000000730.jpg,0,1
000000000731.jpg,0,1
000000000732.jpg,0,1
000000000733.jpg,0,1
000000000734.jpg,0,1
000000000735.jpg,0,1
000000000736.jpg,0,1
000000000737.jpg,0,1
000000000738.jpg,0,1
000000000739.jpg,0,1
000000000740.jpg,0,1
000000000741.jpg,0,1
000000000742.jpg,0,1
000000000743.jpg,0,1
000000000744.jpg,0,1
000000000745.jpg,0,1
000000000746.jpg,0,1
000000000747.jpg,0,1
000000000748.jpg,0,1
000000000749.jpg,0,1
000000000750.jpg,0,1
000000000751.jpg,0,1
000000000752.jpg,0,1
000000000753.jpg,0,1
000000000754.jpg,0,1
000000000755.jpg,0,1
000000000756.jpg,0,1
000000000757.jpg,0,1
000000000758.jpg,0,1
000000000759.jpg,0,1
000000000760.jpg,0,1
000000000761.jpg,0,1
000000000762.jpg,0,1
000000000763.jpg,0,1
000000000764.jpg,0,1
000000000765.jpg,0,1
000000000766.jpg,0,1
000000000767.jpg,0,1
000000000768.jpg,0,1
000000000769.jpg,0,1
000000000770.jpg,0,1
000000000771.jpg,0,1
000000000772.jpg,0,1
000000000773.jpg,0,1
000000000774.jpg,0,1
000000000775.jpg,0,1
000000000776.jpg,0,1
000000000777.jpg,0,1
000000000778.jpg,0,1
000000000779.jpg,0,1
000000000780.jpg,0,1
000000000781.jpg,0,1
000000000782.jpg,0,1
000000000783.jpg,0,1
000000000784.jpg,0,1
000000000785.jpg,0,1
000000000786.jpg,0,1
000000000787.jpg,0,1
000000000788.jpg,1,0
000000000789.jpg,1,0
000000000790.jpg,1,0
000000000791.jpg,1,0
000000000792.jpg,0,1
000000000793.jpg,0,1
000000000794.jpg,0,1
000000000795.jpg,0,1
000000000796.jpg,0,1
000000000797.jpg,0,1
000000000798.jpg,0,1
000000000799.jpg,0,1
000000000800.jpg,0,1
000000000801.jpg,0,1
000000000802.jpg,0,1
000000000803.jpg,0,1
000000000804.jpg,0,1
000000000805.jpg,0,1
000000000806.jpg,0,1
000000000807.jpg,0,1
000000000808.jpg,0,1
000000000809.jpg,0,1
000000000810.jpg,0,1
000000000811.jpg,0,1
000000000812.jpg,0,1
000000000813.jpg,0,1
000000000814.jpg,0,1
000000000815.jpg,0,1
000000000816.jpg,0,1
000000000817.jpg,0,1
000000000818.jpg,0,1
000000000819.jpg,0,1
000000000820.jpg,0,1
000000000821.jpg,0,1
000000000822.jpg,0,1
000000000823.jpg,0,1
000000000824.jpg,0,1
000000000825.jpg,0,1
000000000826.jpg,0,1
000000000827.jpg,0,1
000000000828.jpg,0,1
000000000829.jpg,0,1
000000000830.jpg,0,1
000000000831.jpg,0,1
000000000832.jpg,0,1
000000000833.jpg,0,1
000000000834.jpg,0,1
000000000835.jpg,0,1
000000000836.jpg,0,1
000000000837.jpg,0,1
000000000838.jpg,0,1
000000000839.jpg,0,1
000000000840.jpg,0,1
000000000841.jpg,0,1
000000000842.jpg,0,1
000000000843.jpg,0,1
000000000844.jpg,0,1
000000000845.jpg,0,1
000000000846.jpg,0,1
000000000847.jpg,0,1
000000000848.jpg,0,1
000000000849.jpg,0,1
000000000850.jpg,0,1
000000000851.jpg,0,1
000000000852.jpg,0,1
000000000853.jpg,0,1
000000000854.jpg,0,1
000000000855.jpg,0,1
000000000856.jpg,0,1
000000000857.jpg,0,1
000000000858.jpg,0,1
000000000859.jpg,0,1
000000000860.jpg,0,1
000000000861.jpg,0,1
000000000862.jpg,0,1
000000000863.jpg,0,1
000000000864.jpg,0,1
000000000865.jpg,0,1
000000000866.jpg,0,1
000000000867.jpg,0,1
000000000868.jpg,0,1
000000000869.jpg,0,1
000000000870.jpg,0,1
000000000871.jpg,0,1
000000000872.jpg,0,1
000000000873.jpg,0,1
000000000874.jpg,0,1
000000000875.jpg,0,1
000000000876.jpg,0,1
000000000877.jpg,0,1
000000000878.jpg,0,1
000000000879.jpg,0,1
000000000880.jpg,0,1
000000000881.jpg,0,1
000000000882.jpg,0,1
000000000883.jpg,0,1
000000000884.jpg,0,1
000000000885.jpg,0,1
000000000886.jpg,0,1
000000000887.jpg,0,1
000000000888.jpg,0,1
000000000889.jpg,0,1
000000000890.jpg,0,1
000000000891.jpg,0,1
000000000892.jpg,0,1
000000000893.jpg,0,1
000000000894.jpg,0,1
000000000895.jpg,0,1
000000000896.jpg,0,1
000000000897.jpg,0,1
000000000898.jpg,0,1
000000000899.jpg,0,1
000000000900.jpg,0,1
000000000901.jpg,0,1
000000000902.jpg,0,1
000000000903.jpg,0,1
000000000904.jpg,0,1
000000000905.jpg,0,1
000000000906.jpg,0,1
000000000907.jpg,0,1
000000000908.jpg,0,1
000000000909.jpg,0,1
000000000910.jpg,0,1
000000000911.jpg,0,1
000000000912.jpg,0,1
000000000913.jpg,0,1
000000000914.jpg,0,1
000000000915.jpg,0,1
000000000916.jpg,0,1
000000000917.jpg,0,1
000000000918.jpg,0,1
000000000919.jpg,0,1
000000000920.jpg,0,1
000000000921.jpg,0,1
000000000922.jpg,0,1
000000000923.jpg,0,1
000000000924.jpg,0,1
000000000925.jpg,0,1
000000000926.jpg,0,1
000000000927.jpg,0,1
000000000928.jpg,0,1
000000000929.jpg,0,1
000000000930.jpg,0,1
000000000931.jpg,0,1
000000000932.jpg,0,1
000000000933.jpg,0,1
000000000934.jpg,0,1
000000000935.jpg,0,1
000000000936.jpg,0,1
000000000937.jpg,0,1
000000000938.jpg,0,1
000000000939.jpg,0,1
000000000940.jpg,0,1
000000000941.jpg,0,1
000000000942.jpg,0,1
000000000943.jpg,0,1
000000000944.jpg,0,1
000000000945.jpg,0,1
000000000946.jpg,0,1
000000000947.jpg,0,1
000000000948.jpg,0,1
000000000949.jpg,0,1
000000000950.jpg,0,1
000000000951.jpg,0,1
000000000952.jpg,0,1
000000000953.jpg,0,1
000000000954.jpg,0,1
000000000955.jpg,0,1
000000000956.jpg,0,1
000000000957.jpg,0,1
000000000958.jpg,0,1
000000000959.jpg,0,1
000000000960.jpg,0,1
000000000961.jpg,0,1
000000000962.jpg,0,1
000000000963.jpg,0,1
000000000964.jpg,0,1
000000000965.jpg,0,1
000000000966.jpg,0,1
000000000967.jpg,0,1
000000000968.jpg,0,1
000000000969.jpg,0,1
000000000970.jpg,0,1
000000000971.jpg,0,1
000000000972.jpg,0,1
000000000973.jpg,0,1
000000000974.jpg,0,1
000000000975.jpg,0,1
000000000976.jpg,0,1
000000000977.jpg,0,1
000000000978.jpg,0,1
000000000979.jpg,0,1
000000000980.jpg,0,1
000000000981.jpg,0,1
000000000982.jpg,0,1
000000000983.jpg,0,1
000000000984.jpg,0,1
000000000985.jpg,0,1
000000000986.jpg,0,1
000000000987.jpg,0,1
000000000988.jpg,0,1
000000000989.jpg,0,1
000000000990.jpg,0,1
000000000991.jpg,0,1
000000000992.jpg,0,1
000000000993.jpg,0,1
000000000994.jpg,0,1
000000000995.jpg,0,1
000000000996.jpg,0,1
000000000997.jpg,0,1
000000000998.jpg,0,1
000000000999.jpg,0,1
000000001000.jpg,0,1
000000001001.jpg,0,1
000000001002.jpg,0,1
000000001003.jpg,0,1
000000001004.jpg,0,1
000000001005.jpg,0,1
000000001006.jpg,0,1
000000001007.jpg,0,1
000000001008.jpg,0,1
000000001009.jpg,0,1
000000001010.jpg,0,1
000000001011.jpg,0,1
000000001012.jpg,0,1
000000001013.jpg,0,1
000000001014.jpg,0,1
000000001015.jpg,0,1
000000001016.jpg,0,1
000000001017.jpg,0,1
000000001018.jpg,0,1
000000001019.jpg,0,1
000000001020.jpg,0,1
000000001021.jpg,0,1
000000001022.jpg,0,1
000000001023.jpg,0,1
000000001024.jpg,0,1
000000001025.jpg,0,1
000000001026.jpg,0,1
000000001027.jpg,0,1
000000001028.jpg,0,1
000000001029.jpg,0,1
000000001030.jpg,0,1
000000001031.jpg,0,1
000000001032.jpg,0,1
000000001033.jpg,0,1
000000001034.jpg,0,1
000000001035.jpg,0,1
000000001036.jpg,0,1
000000001037.jpg,0,1
000000001038.jpg,0,1
000000001039.jpg,0,1
000000001040.jpg,0,1
000000001041.jpg,0,1
000000001042.jpg,0,1
000000001043.jpg,0,1
000000001044.jpg,0,1
000000001045.jpg,0,1
000000001046.jpg,0,1
000000001047.jpg,0,1
000000001048.jpg,0,1
000000001049.jpg,0,1
000000001050.jpg,0,1
000000001051.jpg,0,1
000000001052.jpg,0,1
000000001053.jpg,0,1
000000001054.jpg,1,0
000000001055.jpg,1,0
000000001056.jpg,1,0
000000001057.jpg,1,0
000000001058.jpg,1,0
000000001059.jpg,0,1
000000001060.jpg,0,1
000000001061.jpg,0,1
000000001062.jpg,0,1
000000001063.jpg,0,1
000000001064.jpg,0,1
000000001065.jpg,0,1
000000001066.jpg,0,1
000000001067.jpg,0,1
000000001068.jpg,0,1
000000001069.jpg,0,1
000000001070.jpg,0,1
000000001071.jpg,0,1
000000001072.jpg,0,1
000000001073.jpg,0,1
000000001074.jpg,0,1
000000001075.jpg,0,1
