id,time_observed_at,image_url,tag_list,latitude,longitude,common_name,taxon_id,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
458830,2013-11-15 19:59:37 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/578470/medium.jpg,"",44.687617,-73.466794,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
477077,,https://static.inaturalist.org/photos/601997/medium.jpg,"",41.3214597322,-73.9845234776,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
516760,2013-06-01 13:40:46 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/658698/medium.jpg,"Gypsy Moth, egg mass, Camp Allegany, Allegany State Park, NY, Allegany Nature Pilgrimage",42.101623,-78.722159,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
533241,2009-09-15 19:08:00 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/678052/medium.jpg,"insect, bee, entomology, summer, animal, zoology, Montezuma Wetlands Complex, Montezuma Audubon Center, NY",43.092003,-76.765895,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
706237,2014-05-29 21:30:10 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/887310/medium.jpg,"",40.7742666667,-73.970305,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
714759,2014-06-03 14:44:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/898028/medium.jpg,"",40.725676,-73.944356,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
714760,2014-06-03 14:46:23 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/898029/medium.jpg,"",40.725671,-73.944384,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
722284,2014-06-07 17:43:27 UTC,https://static.inaturalist.org/photos/907720/medium.jpg,"",41.312719,-73.994497,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
745175,2014-06-19 19:35:05 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1052522/medium.jpg,"",40.694236,-73.999162,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
745558,2014-06-19 23:20:21 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/937312/medium.jpg,"",40.7246834692,-73.9433089458,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
751202,2014-06-21 19:28:16 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/944178/medium.jpg,"",42.9946116667,-76.7637633333,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
755968,,https://inaturalist-open-data.s3.amazonaws.com/photos/950424/medium.jpg,"",40.825529,-73.885091,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
766070,2014-06-18 19:39:58 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/989326/medium.jpg,"",40.7019666667,-73.997095,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
766073,2014-06-23 20:30:39 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/989325/medium.jpg,"",40.693034,-74.001248,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
775972,2014-06-18 19:03:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/974780/medium.jpg,"",40.7030116667,-73.9959716667,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
776127,2014-07-02 18:26:35 UTC,https://static.inaturalist.org/photos/975051/medium.jpg,"",40.692202,-74.001414,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
841291,2014-08-21 17:15:11 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1065123/medium.jpg,"",43.9150796667,-76.12589715,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
844665,2014-08-21 17:53:30 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1069390/medium.jpg,"",43.91573,-76.125201,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
856159,2014-08-31 15:02:00 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1085246/medium.jpg,"",43.00933055,-76.7466716667,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
867191,2014-09-07 16:12:40 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1100185/medium.jpg,"",42.76662,-77.8422383333,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
867508,2014-09-08 14:41:19 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1100734/medium.jpg,"",43.3592416667,-77.9500583333,German Yellowjacket,126155,Hymenoptera,Vespidae,Vespula,Vespula germanica
888352,,https://inaturalist-open-data.s3.amazonaws.com/photos/1128368/medium.JPG,"",43.233371,-77.558005,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
896601,,https://inaturalist-open-data.s3.amazonaws.com/photos/1140735/medium.JPG,"",43.032638,-77.576115,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
908353,,https://inaturalist-open-data.s3.amazonaws.com/photos/1157680/medium.jpg,"Animal, Insect, Mantis",42.457103,-79.338372,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1020288,2014-10-15 19:21:40 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1257923/medium.jpg,"",43.8213616667,-74.62677,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1038338,,https://inaturalist-open-data.s3.amazonaws.com/photos/1302038/medium.jpg,"",40.825385,-73.885483,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1040742,2014-10-27 15:46:57 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1305571/medium.jpg,"Animal, Insect, Mantis",42.457229,-79.338535,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1042831,,https://inaturalist-open-data.s3.amazonaws.com/photos/1308262/medium.JPG,"Animal, Insect, Bee",42.449301,-79.323639,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1072202,2014-06-16 19:46:12 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1344151/medium.JPG,"",41.779026,-74.138144,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1078105,2014-11-17 02:36:23 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1351430/medium.jpg,"",42.443518,-76.487255,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1133008,2014-12-15 18:20:25 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1424523/medium.jpg,"",43.2570583333,-77.699225,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1134195,2014-12-16 17:30:49 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1426190/medium.jpg,"Animal, Insect",42.485463,-79.242756,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1146661,,https://static.inaturalist.org/photos/1443842/medium.jpg,"",40.789142,-73.13496,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1157044,2014-12-28 19:20:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1458285/medium.jpg,"",41.0179528333,-73.804,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1230420,2013-07-06 15:02:03 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1549934/medium.jpg,"",40.694315,-74.000452,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1230534,2012-10-03 15:33:09 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1550076/medium.jpeg,"",40.701636,-73.996332,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1230659,2014-05-19 15:54:41 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1550221/medium.JPG,"",40.701571,-73.99631,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1230665,2014-06-11 23:31:06 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1550233/medium.jpg,"",40.701669,-73.99646,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1298013,2014-06-25 13:41:05 UTC,https://static.inaturalist.org/photos/1628873/medium.jpg,"",40.7905454536,-73.9245484024,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1300903,2015-03-18 12:00:32 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1632711/medium.jpg,,43.2138833333,-77.660645,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1350415,2015-03-29 09:22:28 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1670881/medium.JPG,"",42.12009,-74.395427,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1351415,2015-03-28 16:59:04 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1672097/medium.jpg,"",41.909103,-74.076228,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1393256,2015-04-12 18:12:00 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1722705/medium.jpg,"",44.435704,-74.253748,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1402500,2015-04-18 15:01:15 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1734766/medium.jpg,,40.965,-73.038025,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1419300,2015-03-29 03:57:12 UTC,https://static.inaturalist.org/photos/1756125/medium.jpg,,42.116848,-74.371277,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1419305,2015-03-28 16:58:36 UTC,https://static.inaturalist.org/photos/1756134/medium.jpg,"",41.9037633333,-74.0808028333,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1457132,2015-05-05 16:19:24 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1806733/medium.jpg,,41.9299837109,-74.2004105822,Emerald Ash Borer,70057,Coleoptera,Buprestidae,Agrilus,Agrilus planipennis
1501648,,https://inaturalist-open-data.s3.amazonaws.com/photos/1859891/medium.jpg,"",43.334514,-75.747964,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1506662,2015-05-18 14:42:13 UTC,https://static.inaturalist.org/photos/1866358/medium.jpg,,43.1302067318,-77.6012963802,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1521816,2015-05-21 22:41:45 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1885684/medium.jpg,,42.8601833333,-76.9904783333,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1521824,2015-05-21 22:41:45 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1885698/medium.jpg,"",42.8601833333,-76.9904783333,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1531976,2015-05-23 19:50:04 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1898118/medium.jpg,,40.7978013834,-73.7872241689,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1546629,,https://inaturalist-open-data.s3.amazonaws.com/photos/1915767/medium.JPG,"",42.79006,-77.516687,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
1556202,2015-05-28 13:27:29 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1926706/medium.jpg,"",41.150606,-73.970969,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1564784,,https://inaturalist-open-data.s3.amazonaws.com/photos/1937240/medium.JPG,"Animal, Insect",42.011106,-78.765329,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1572893,,https://inaturalist-open-data.s3.amazonaws.com/photos/1945606/medium.jpg,Lymantria dispar,43.723034,-73.824419,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1572911,,https://inaturalist-open-data.s3.amazonaws.com/photos/1945621/medium.jpg,Lymantria dispar,43.518104,-74.143324,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1587388,2015-06-03 14:26:36 UTC,https://static.inaturalist.org/photos/1967989/medium.jpg,"",40.6954278611,-73.9994946868,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1611742,2015-06-09 19:11:50 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1981300/medium.jpg,,40.6835666667,-73.80452,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1627125,2015-06-13 16:18:39 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/1996455/medium.jpg,"",44.35913396,-73.35760698,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1632277,2015-06-14 20:04:35 UTC,https://static.inaturalist.org/photos/2002012/medium.jpg,"",40.79172062,-73.92356777,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1641327,2015-06-16 15:57:37 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2013451/medium.jpg,"",40.784138,-73.925337,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1705900,,https://inaturalist-open-data.s3.amazonaws.com/photos/2066347/medium.jpg,"",40.651896,-73.992358,German Yellowjacket,126155,Hymenoptera,Vespidae,Vespula,Vespula germanica
1709938,2015-06-30 18:02:08 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2070878/medium.jpg,"",40.737423,-73.972681,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1716402,2015-07-02 18:42:56 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2078896/medium.jpg,,42.805517,-75.486745,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1716429,2015-07-02 18:53:21 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2097520/medium.jpg,"",42.804214,-75.510767,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1727110,,https://inaturalist-open-data.s3.amazonaws.com/photos/2092662/medium.JPG,"Animal, Insect",42.845489,-78.850911,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1737872,2015-07-08 15:28:19 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2131105/medium.jpg,,40.7843966667,-73.92598,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1738073,2015-07-09 14:21:21 UTC,https://static.inaturalist.org/photos/2107308/medium.jpg,,40.790439,-73.926531,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1741347,2015-07-08 23:30:16 UTC,https://static.inaturalist.org/photos/2111567/medium.jpg,"",44.4300616667,-73.6284466667,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
1749154,,https://inaturalist-open-data.s3.amazonaws.com/photos/2122595/medium.JPG,"Animal, Insect, Beetle",42.457061,-79.33731,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
1775894,,https://inaturalist-open-data.s3.amazonaws.com/photos/2149226/medium.JPG,"",42.131872,-73.520336,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1812928,2015-07-21 12:16:42 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2198775/medium.jpg,,40.783675,-73.925155,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1827808,2015-08-02 21:13:37 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2219542/medium.jpg,,42.41953403,-76.5131641,Spongy Moth,47802,Lepidoptera,Erebidae,Lymantria,Lymantria dispar
1847945,2015-08-09 19:23:19 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2245906/medium.jpg,"",40.8345866667,-73.9381416667,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1905006,2015-08-30 18:56:33 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2325091/medium.jpg,,40.585318,-74.184571,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
1907007,2015-08-30 15:06:32 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2327586/medium.jpg,,40.5831033333,-74.18708,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
2009664,2015-09-14 15:11:58 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2446936/medium.JPG,"",40.78306,-73.971249,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2011393,2015-09-29 14:30:44 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2449359/medium.jpg,"",40.656014,-73.676532,Brown Marmorated Stink Bug,81923,Hemiptera,Pentatomidae,Halyomorpha,Halyomorpha halys
2087871,,https://inaturalist-open-data.s3.amazonaws.com/photos/2497898/medium.jpg,"Animal, Insect, Mantid",42.456723,-79.337929,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
2087897,,https://inaturalist-open-data.s3.amazonaws.com/photos/2497935/medium.JPG,"Animal, Insect",42.45693,-79.338135,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2108023,2015-09-16 12:45:08 UTC,https://static.inaturalist.org/photos/2522763/medium.jpg,"",40.704267,-73.992526,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2108027,2015-09-16 12:46:01 UTC,https://static.inaturalist.org/photos/2522769/medium.jpg,"",40.704148,-73.992482,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2108030,2015-10-12 16:44:00 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2522772/medium.jpg,"",40.567443341,-74.1743377992,Brown Marmorated Stink Bug,81923,Hemiptera,Pentatomidae,Halyomorpha,Halyomorpha halys
2283829,,https://inaturalist-open-data.s3.amazonaws.com/photos/2556924/medium.JPG,"Animal, Insect, Mantid",42.457107,-79.337388,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
2329905,2015-10-29 17:42:35 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2584009/medium.jpg,"Animal, Insect",42.456736,-79.338001,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2348026,2015-10-17 16:37:37 UTC,https://static.inaturalist.org/photos/2608166/medium.jpg,,40.603958,-73.92904,Chinese Mantis,71034,Mantodea,Mantidae,Tenodera,Tenodera sinensis
2366133,2015-11-07 15:17:55 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2633618/medium.jpg,"",42.5385166667,-76.60695,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
2373883,2015-11-09 19:59:31 UTC,https://static.inaturalist.org/photos/2643989/medium.jpg,,43.221525,-77.568245,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2382112,,https://inaturalist-open-data.s3.amazonaws.com/photos/2654942/medium.JPG,"",44.252225,-73.97145,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2458430,,https://inaturalist-open-data.s3.amazonaws.com/photos/2750121/medium.JPG,"",42.471389,-73.477593,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2458528,,https://inaturalist-open-data.s3.amazonaws.com/photos/2750263/medium.JPG,"",42.471389,-73.477593,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2459883,,https://inaturalist-open-data.s3.amazonaws.com/photos/2752234/medium.JPG,"",42.471389,-73.477593,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
2478172,,https://inaturalist-open-data.s3.amazonaws.com/photos/2775715/medium.JPG,"Animal, Insect",42.485652,-79.24277,Brown Marmorated Stink Bug,81923,Hemiptera,Pentatomidae,Halyomorpha,Halyomorpha halys
2570461,2014-08-05 15:15:36 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2866919/medium.jpeg,"",42.3957481614,-76.3246758655,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
2576183,2016-01-12 19:31:35 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2876468/medium.jpg,"",42.0795277846,-78.7502172061,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
2578918,2016-01-13 19:05:43 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2878755/medium.jpg,"",43.2304595988,-77.5548539556,Hemlock Woolly Adelgid,61513,Hemiptera,Adelgidae,Adelges,Adelges tsugae
2604198,,https://inaturalist-open-data.s3.amazonaws.com/photos/2908660/medium.JPG,"",42.471403,-73.476648,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2604207,,https://inaturalist-open-data.s3.amazonaws.com/photos/2908678/medium.JPG,"",42.471403,-73.476648,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2605859,,https://inaturalist-open-data.s3.amazonaws.com/photos/2910730/medium.JPG,"",42.471403,-73.476648,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2607041,,https://inaturalist-open-data.s3.amazonaws.com/photos/2912613/medium.JPG,"",42.471403,-73.476648,Asian Lady Beetle,48484,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis
2616297,2016-01-25 17:58:57 UTC,https://inaturalist-open-data.s3.amazonaws.com/photos/2926772/medium.jpg,"Animal, Insect",42.485325,-79.2426616667,Brown Marmorated Stink Bug,81923,Hemiptera,Pentatomidae,Halyomorpha,Halyomorpha halys
2640532,,https://inaturalist-open-data.s3.amazonaws.com/photos/2962154/medium.JPG,"",42.4717,-73.476348,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2641373,,https://inaturalist-open-data.s3.amazonaws.com/photos/2963480/medium.JPG,"",42.4717,-73.476348,Japanese Beetle,67760,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
2689865,,https://inaturalist-open-data.s3.amazonaws.com/photos/3025252/medium.JPG,"",42.471617,-73.476562,Western Honey Bee,47219,Hymenoptera,Apidae,Apis,Apis mellifera
